Source,Target,weight,products,services,finances,content,hardware,interviewed
158,157,1,NA,NA,1,NA,NA,TRUE
158,159,2,NA,NA,NA,2,NA,TRUE
159,158,2,NA,NA,2,NA,NA,FALSE
159,160,1,NA,NA,NA,1,NA,FALSE
160,159,1,NA,NA,1,NA,NA,FALSE
161,167,1,1,NA,NA,NA,NA,FALSE
162,167,1,1,NA,NA,NA,NA,FALSE
163,167,1,NA,1,NA,NA,NA,FALSE
164,166,1,NA,1,NA,NA,NA,FALSE
165,167,1,NA,1,NA,NA,NA,FALSE
166,164,1,NA,NA,1,NA,NA,FALSE
166,167,1,NA,NA,1,NA,NA,FALSE
167,84,2,NA,2,NA,NA,NA,TRUE
167,94,1,NA,NA,1,NA,NA,TRUE
167,162,1,NA,1,NA,NA,NA,TRUE
167,163,1,NA,NA,1,NA,NA,TRUE
167,165,1,NA,1,NA,NA,NA,TRUE
167,166,1,NA,NA,1,NA,NA,TRUE
167,168,2,NA,2,NA,NA,NA,TRUE
168,167,1,NA,NA,1,NA,NA,FALSE
169,36,1,1,NA,NA,NA,NA,FALSE
170,36,1,NA,1,NA,NA,NA,FALSE
170,354,3,NA,3,NA,NA,NA,FALSE
171,36,1,1,NA,NA,NA,NA,FALSE
172,36,1,NA,1,NA,NA,NA,FALSE
173,36,1,1,NA,NA,NA,NA,FALSE
174,36,1,1,NA,NA,NA,NA,FALSE
175,36,1,1,NA,NA,NA,NA,FALSE
175,193,1,1,NA,NA,NA,NA,FALSE
175,223,2,2,NA,NA,NA,NA,FALSE
176,36,1,NA,NA,NA,1,NA,FALSE
177,36,1,NA,NA,1,NA,NA,FALSE
178,80,1,1,NA,NA,NA,NA,FALSE
179,82,2,2,NA,NA,NA,NA,FALSE
180,184,1,1,NA,NA,NA,NA,FALSE
181,184,1,1,NA,NA,NA,NA,FALSE
182,184,1,1,NA,NA,NA,NA,FALSE
183,184,1,NA,NA,NA,1,NA,FALSE
184,11,3,NA,NA,3,NA,NA,TRUE
184,182,1,NA,NA,1,NA,NA,TRUE
184,183,1,NA,NA,1,NA,NA,TRUE
184,185,1,NA,NA,1,NA,NA,TRUE
184,186,1,NA,1,NA,NA,NA,TRUE
185,63,1,NA,NA,1,NA,NA,FALSE
185,184,1,NA,1,NA,NA,NA,FALSE
186,184,1,NA,NA,1,NA,NA,FALSE
187,188,1,1,NA,NA,NA,NA,FALSE
188,11,3,NA,NA,3,NA,NA,TRUE
188,187,1,NA,NA,1,NA,NA,TRUE
188,189,1,NA,1,NA,NA,NA,TRUE
189,188,1,NA,NA,1,NA,NA,FALSE
189,190,1,NA,1,NA,NA,NA,FALSE
190,189,1,NA,NA,1,NA,NA,FALSE
191,193,1,1,NA,NA,NA,NA,FALSE
192,193,1,1,NA,NA,NA,NA,FALSE
193,11,3,NA,NA,3,NA,NA,TRUE
193,175,1,NA,NA,1,NA,NA,TRUE
193,191,1,NA,NA,1,NA,NA,TRUE
193,192,1,NA,NA,1,NA,NA,TRUE
193,194,1,NA,NA,1,NA,NA,TRUE
193,195,1,NA,1,NA,NA,NA,TRUE
194,193,1,NA,1,NA,NA,NA,FALSE
195,193,2,NA,NA,1,1,NA,FALSE
196,200,1,1,NA,NA,NA,NA,FALSE
197,200,1,1,NA,NA,NA,NA,FALSE
198,200,1,1,NA,NA,NA,NA,FALSE
199,200,1,1,NA,NA,NA,NA,FALSE
199,223,1,1,NA,NA,NA,NA,FALSE
200,3,2,NA,NA,2,NA,NA,TRUE
200,124,1,NA,NA,1,NA,NA,TRUE
200,196,1,NA,NA,1,NA,NA,TRUE
200,201,1,1,NA,NA,NA,NA,TRUE
201,200,2,NA,NA,1,1,NA,FALSE
202,208,4,2,NA,1,1,NA,FALSE
203,208,2,NA,NA,1,1,NA,FALSE
204,208,2,NA,NA,1,1,NA,FALSE
205,208,2,1,NA,1,NA,NA,FALSE
206,208,1,NA,NA,NA,1,NA,FALSE
207,208,7,3,4,NA,NA,NA,FALSE
208,202,1,1,NA,NA,NA,NA,TRUE
208,203,1,NA,NA,1,NA,NA,TRUE
208,204,1,NA,NA,1,NA,NA,TRUE
208,207,1,NA,NA,1,NA,NA,TRUE
208,209,1,1,NA,NA,NA,NA,TRUE
209,208,1,NA,NA,1,NA,NA,FALSE
209,210,1,1,NA,NA,NA,NA,FALSE
210,209,1,NA,NA,1,NA,NA,FALSE
211,215,1,1,NA,NA,NA,NA,FALSE
212,215,1,1,NA,NA,NA,NA,FALSE
213,215,1,1,NA,NA,NA,NA,FALSE
214,215,1,1,NA,NA,NA,NA,FALSE
215,11,1,NA,NA,1,NA,NA,TRUE
215,37,1,NA,NA,1,NA,NA,TRUE
215,117,1,NA,NA,1,NA,NA,TRUE
215,140,1,NA,NA,1,NA,NA,TRUE
215,211,1,NA,NA,1,NA,NA,TRUE
215,212,1,NA,NA,1,NA,NA,TRUE
215,213,1,NA,NA,1,NA,NA,TRUE
215,216,1,1,NA,NA,NA,NA,TRUE
215,217,1,NA,NA,1,NA,NA,TRUE
215,218,1,1,NA,NA,NA,NA,TRUE
216,215,1,NA,NA,1,NA,NA,FALSE
216,218,1,1,NA,NA,NA,NA,FALSE
217,218,1,NA,1,NA,NA,NA,FALSE
218,215,2,NA,NA,2,NA,NA,FALSE
218,216,1,NA,NA,1,NA,NA,FALSE
219,229,1,1,NA,NA,NA,NA,FALSE
220,229,1,1,NA,NA,NA,NA,FALSE
221,229,1,1,NA,NA,NA,NA,FALSE
222,229,1,1,NA,NA,NA,NA,FALSE
223,3,1,NA,NA,1,NA,NA,TRUE
223,11,2,NA,NA,2,NA,NA,TRUE
223,148,2,NA,NA,2,NA,NA,TRUE
223,175,2,NA,NA,2,NA,NA,TRUE
223,229,1,NA,1,NA,NA,NA,TRUE
223,384,1,NA,NA,1,NA,NA,TRUE
223,389,2,NA,NA,2,NA,NA,TRUE
223,390,2,NA,NA,2,NA,NA,TRUE
223,391,1,1,NA,NA,NA,NA,TRUE
224,229,1,1,NA,NA,NA,NA,FALSE
225,229,1,1,NA,NA,NA,NA,FALSE
225,245,1,1,NA,NA,NA,NA,FALSE
226,229,1,1,NA,NA,NA,NA,FALSE
227,229,1,1,NA,NA,NA,NA,FALSE
228,11,1,NA,NA,1,NA,NA,FALSE
228,222,1,NA,NA,1,NA,NA,FALSE
228,229,1,1,NA,NA,NA,NA,FALSE
229,220,1,NA,NA,1,NA,NA,TRUE
229,221,1,NA,NA,1,NA,NA,TRUE
229,223,1,NA,NA,1,NA,NA,TRUE
229,224,1,NA,NA,1,NA,NA,TRUE
229,230,1,NA,1,NA,NA,NA,TRUE
230,229,1,NA,NA,1,NA,NA,FALSE
231,233,1,1,NA,NA,NA,NA,FALSE
232,233,1,1,NA,NA,NA,NA,FALSE
233,11,1,NA,NA,1,NA,NA,TRUE
233,231,1,NA,NA,1,NA,NA,TRUE
233,232,1,NA,NA,1,NA,NA,TRUE
233,234,2,1,1,NA,NA,NA,TRUE
234,233,1,NA,NA,1,NA,NA,FALSE
234,235,2,1,1,NA,NA,NA,FALSE
235,234,1,NA,NA,1,NA,NA,FALSE
236,240,1,1,NA,NA,NA,NA,FALSE
237,240,1,1,NA,NA,NA,NA,FALSE
238,240,1,1,NA,NA,NA,NA,FALSE
239,240,1,1,NA,NA,NA,NA,FALSE
240,2,2,NA,NA,2,NA,NA,TRUE
240,11,1,NA,NA,1,NA,NA,TRUE
240,55,2,NA,NA,2,NA,NA,TRUE
240,56,1,NA,NA,1,NA,NA,TRUE
240,85,1,NA,NA,1,NA,NA,TRUE
240,138,1,NA,NA,1,NA,NA,TRUE
240,236,1,NA,NA,1,NA,NA,TRUE
240,237,1,NA,NA,1,NA,NA,TRUE
240,238,1,NA,NA,1,NA,NA,TRUE
240,239,1,NA,NA,1,NA,NA,TRUE
240,241,1,1,NA,NA,NA,NA,TRUE
241,240,1,NA,NA,1,NA,NA,FALSE
242,245,2,1,NA,NA,NA,NA,FALSE
243,245,1,1,NA,NA,NA,NA,FALSE
244,245,1,1,NA,NA,NA,NA,FALSE
245,9,2,NA,NA,1,NA,NA,TRUE
245,11,1,NA,NA,1,NA,NA,TRUE
245,117,1,NA,NA,1,NA,NA,TRUE
245,134,1,NA,NA,1,NA,NA,TRUE
245,242,2,NA,NA,1,NA,NA,TRUE
245,246,2,1,1,NA,NA,NA,TRUE
245,247,3,2,1,NA,NA,NA,TRUE
245,281,1,NA,NA,1,NA,NA,TRUE
246,2,1,NA,NA,1,NA,NA,FALSE
246,11,1,NA,NA,1,NA,NA,FALSE
246,245,2,NA,NA,2,NA,NA,FALSE
246,248,2,2,NA,NA,NA,NA,FALSE
247,245,3,NA,NA,3,NA,NA,FALSE
248,246,2,NA,NA,2,NA,NA,FALSE
249,251,1,1,NA,NA,NA,NA,FALSE
250,251,1,1,NA,NA,NA,NA,FALSE
251,249,1,NA,NA,1,NA,NA,TRUE
251,252,1,1,NA,NA,NA,NA,TRUE
252,251,1,NA,NA,1,NA,NA,FALSE
252,253,1,1,NA,NA,NA,NA,FALSE
252,254,1,1,NA,NA,NA,NA,FALSE
253,252,1,NA,NA,1,NA,NA,FALSE
253,254,1,1,NA,NA,NA,NA,FALSE
254,253,1,NA,NA,1,NA,NA,FALSE
255,261,1,1,NA,NA,NA,NA,FALSE
256,261,1,1,NA,NA,NA,NA,FALSE
257,261,1,1,NA,NA,NA,NA,FALSE
258,261,1,1,NA,NA,NA,NA,FALSE
259,261,1,1,NA,NA,NA,NA,FALSE
260,261,1,NA,1,NA,NA,NA,FALSE
261,11,1,NA,NA,1,NA,NA,TRUE
261,256,1,NA,NA,1,NA,NA,TRUE
261,257,1,NA,NA,1,NA,NA,TRUE
261,258,1,NA,NA,1,NA,NA,TRUE
261,259,1,NA,NA,1,NA,NA,TRUE
261,262,1,1,NA,NA,NA,NA,TRUE
262,261,1,NA,NA,1,NA,NA,FALSE
263,269,1,NA,1,NA,NA,NA,FALSE
264,269,1,1,NA,NA,NA,NA,FALSE
265,269,1,1,NA,NA,NA,NA,FALSE
266,269,1,NA,1,NA,NA,NA,FALSE
267,269,1,1,NA,NA,NA,NA,FALSE
268,269,1,1,NA,NA,NA,NA,FALSE
269,61,1,NA,NA,1,NA,NA,TRUE
269,263,1,NA,NA,1,NA,NA,TRUE
269,264,1,NA,NA,1,NA,NA,TRUE
269,266,1,NA,NA,1,NA,NA,TRUE
269,267,1,NA,NA,1,NA,NA,TRUE
269,270,2,1,NA,1,NA,NA,TRUE
269,271,1,1,NA,NA,NA,NA,TRUE
270,271,1,1,NA,NA,NA,NA,FALSE
271,269,1,NA,NA,1,NA,NA,FALSE
272,274,2,2,NA,NA,NA,NA,FALSE
273,274,1,1,NA,NA,NA,NA,FALSE
274,273,1,NA,NA,1,NA,NA,TRUE
274,275,1,1,NA,NA,NA,NA,TRUE
274,278,1,1,NA,NA,NA,NA,TRUE
274,279,1,1,NA,NA,NA,NA,TRUE
275,274,1,NA,NA,1,NA,NA,FALSE
275,279,1,1,NA,NA,NA,NA,FALSE
276,274,1,NA,NA,1,NA,NA,FALSE
277,274,1,NA,NA,1,NA,NA,FALSE
278,274,1,NA,NA,1,NA,NA,FALSE
278,279,2,2,NA,NA,NA,NA,FALSE
279,274,2,NA,NA,1,1,NA,FALSE
279,275,1,NA,NA,1,NA,NA,FALSE
279,276,1,NA,NA,1,NA,NA,FALSE
279,277,1,NA,NA,1,NA,NA,FALSE
279,278,1,NA,NA,1,NA,NA,FALSE
280,245,1,1,NA,NA,NA,NA,FALSE
280,291,1,1,NA,NA,NA,NA,FALSE
281,245,1,1,NA,NA,NA,NA,FALSE
282,291,1,1,NA,NA,NA,NA,FALSE
283,291,1,1,NA,NA,NA,NA,FALSE
284,291,1,1,NA,NA,NA,NA,FALSE
285,291,1,1,NA,NA,NA,NA,FALSE
286,291,1,1,NA,NA,NA,NA,FALSE
287,291,1,1,NA,NA,NA,NA,FALSE
288,291,1,1,NA,NA,NA,NA,FALSE
289,291,1,1,NA,NA,NA,NA,FALSE
290,291,1,1,NA,NA,NA,NA,FALSE
291,11,2,NA,2,NA,NA,NA,TRUE
291,143,1,NA,NA,1,NA,NA,TRUE
291,282,1,NA,NA,1,NA,NA,TRUE
291,283,1,NA,NA,1,NA,NA,TRUE
291,292,1,1,NA,NA,NA,NA,TRUE
291,293,1,1,NA,NA,NA,NA,TRUE
292,291,1,NA,NA,1,NA,NA,FALSE
292,293,1,1,NA,NA,NA,NA,FALSE
293,291,1,NA,NA,1,NA,NA,FALSE
293,292,1,NA,NA,1,NA,NA,FALSE
294,301,1,1,NA,NA,NA,NA,FALSE
295,301,1,1,NA,NA,NA,NA,FALSE
296,301,1,1,NA,NA,NA,NA,FALSE
297,301,1,1,NA,NA,NA,NA,FALSE
298,301,1,1,NA,NA,NA,NA,FALSE
299,301,1,1,NA,NA,NA,NA,FALSE
300,301,2,NA,1,1,NA,NA,FALSE
300,305,1,1,NA,NA,NA,NA,FALSE
301,61,1,NA,NA,1,NA,NA,TRUE
301,299,1,NA,NA,1,NA,NA,TRUE
301,300,1,1,NA,NA,NA,NA,TRUE
301,302,1,1,NA,NA,NA,NA,TRUE
301,303,1,1,NA,NA,NA,NA,TRUE
301,304,1,1,NA,NA,NA,NA,TRUE
301,305,1,1,NA,NA,NA,NA,TRUE
302,301,1,NA,NA,1,NA,NA,FALSE
302,305,1,1,NA,NA,NA,NA,FALSE
303,301,1,NA,NA,1,NA,NA,FALSE
303,305,1,1,NA,NA,NA,NA,FALSE
304,301,1,NA,NA,1,NA,NA,FALSE
304,305,1,1,NA,NA,NA,NA,FALSE
305,300,1,NA,NA,1,NA,NA,FALSE
305,301,1,NA,NA,1,NA,NA,FALSE
305,302,1,NA,NA,1,NA,NA,FALSE
305,303,1,NA,NA,1,NA,NA,FALSE
305,304,1,NA,NA,1,NA,NA,FALSE
306,316,2,1,1,NA,NA,NA,FALSE
307,316,1,NA,1,NA,NA,NA,FALSE
308,316,1,NA,1,NA,NA,NA,FALSE
309,316,1,NA,1,NA,NA,NA,FALSE
310,316,1,NA,1,NA,NA,NA,FALSE
311,316,1,NA,1,NA,NA,NA,FALSE
312,316,1,NA,1,NA,NA,NA,FALSE
313,316,1,NA,1,NA,NA,NA,FALSE
314,316,1,NA,1,NA,NA,NA,FALSE
315,316,1,NA,1,NA,NA,NA,FALSE
316,50,2,NA,NA,2,NA,NA,TRUE
316,53,1,NA,NA,1,NA,NA,TRUE
316,56,1,NA,NA,1,NA,NA,TRUE
316,110,1,NA,NA,1,NA,NA,TRUE
316,306,2,NA,NA,2,NA,NA,TRUE
316,307,1,NA,NA,1,NA,NA,TRUE
316,308,1,NA,NA,1,NA,NA,TRUE
316,309,1,NA,NA,1,NA,NA,TRUE
316,310,1,NA,NA,1,NA,NA,TRUE
316,311,1,NA,NA,1,NA,NA,TRUE
316,312,1,NA,NA,1,NA,NA,TRUE
316,313,1,NA,NA,1,NA,NA,TRUE
316,314,1,NA,NA,1,NA,NA,TRUE
316,315,1,NA,NA,1,NA,NA,TRUE
316,317,1,NA,1,NA,NA,NA,TRUE
317,316,2,NA,NA,1,1,NA,FALSE
318,140,1,1,NA,NA,NA,NA,FALSE
319,140,1,1,NA,NA,NA,NA,FALSE
319,373,1,1,NA,NA,NA,NA,FALSE
320,328,1,1,NA,NA,NA,NA,FALSE
321,328,1,1,NA,NA,NA,NA,FALSE
322,328,1,1,NA,NA,NA,NA,FALSE
323,328,1,1,NA,NA,NA,NA,FALSE
324,328,1,1,NA,NA,NA,NA,FALSE
325,328,1,1,NA,NA,NA,NA,FALSE
326,328,2,2,NA,NA,NA,NA,FALSE
327,328,1,1,NA,NA,NA,NA,FALSE
328,11,1,NA,NA,1,NA,NA,TRUE
328,327,1,NA,NA,1,NA,NA,TRUE
328,329,1,1,NA,NA,NA,NA,TRUE
329,328,1,NA,NA,1,NA,NA,FALSE
330,11,1,NA,NA,1,NA,NA,TRUE
330,331,2,2,NA,NA,NA,NA,TRUE
331,330,1,NA,NA,1,NA,NA,FALSE
332,337,1,1,NA,NA,NA,NA,FALSE
333,337,1,1,NA,NA,NA,NA,FALSE
334,337,1,1,NA,NA,NA,NA,FALSE
335,337,2,1,NA,1,NA,NA,FALSE
336,337,1,NA,1,NA,NA,NA,FALSE
337,31,1,NA,1,NA,NA,NA,TRUE
337,334,1,NA,NA,1,NA,NA,TRUE
337,338,1,NA,1,NA,NA,NA,TRUE
338,337,2,NA,NA,1,1,NA,FALSE
339,343,1,1,NA,NA,NA,NA,FALSE
340,343,1,1,NA,NA,NA,NA,FALSE
341,343,1,1,NA,NA,NA,NA,FALSE
342,223,1,1,NA,NA,NA,NA,FALSE
342,343,1,1,NA,NA,NA,NA,FALSE
343,2,1,NA,NA,1,NA,NA,TRUE
343,9,1,NA,NA,1,NA,NA,TRUE
343,11,2,NA,NA,2,NA,NA,TRUE
343,49,1,NA,NA,1,NA,NA,TRUE
343,52,1,NA,NA,1,NA,NA,TRUE
343,55,1,NA,NA,1,NA,NA,TRUE
343,61,1,NA,NA,1,NA,NA,TRUE
343,85,1,NA,NA,NA,NA,NA,TRUE
343,94,1,NA,NA,NA,NA,NA,TRUE
343,339,1,NA,NA,1,NA,NA,TRUE
343,340,1,NA,NA,1,NA,NA,TRUE
343,341,1,NA,NA,1,NA,NA,TRUE
343,342,1,NA,NA,1,NA,NA,TRUE
343,344,1,1,NA,NA,NA,NA,TRUE
344,343,5,1,NA,4,NA,NA,FALSE
345,354,1,1,NA,NA,NA,NA,FALSE
346,354,1,1,NA,NA,NA,NA,FALSE
347,354,1,1,NA,NA,NA,NA,FALSE
348,354,1,1,NA,NA,NA,NA,FALSE
349,354,1,1,NA,NA,NA,NA,FALSE
350,354,1,1,NA,NA,NA,NA,FALSE
351,354,1,1,NA,NA,NA,NA,FALSE
352,354,1,1,NA,NA,NA,NA,FALSE
353,354,3,NA,3,NA,NA,NA,FALSE
354,61,3,NA,NA,3,NA,NA,TRUE
354,170,3,NA,NA,3,NA,NA,TRUE
354,346,3,NA,NA,3,NA,NA,TRUE
354,347,3,NA,NA,3,NA,NA,TRUE
354,348,3,NA,NA,3,NA,NA,TRUE
354,349,3,NA,NA,3,NA,NA,TRUE
354,350,2,NA,NA,2,NA,NA,TRUE
354,351,2,NA,NA,2,NA,NA,TRUE
354,352,2,NA,NA,2,NA,NA,TRUE
354,355,1,NA,1,NA,NA,NA,TRUE
354,356,1,NA,1,NA,NA,NA,TRUE
354,357,1,NA,1,NA,NA,NA,TRUE
354,358,2,NA,1,1,NA,NA,TRUE
354,359,2,NA,1,1,NA,NA,TRUE
354,360,1,NA,1,NA,NA,NA,TRUE
354,361,2,NA,1,NA,NA,NA,TRUE
355,354,1,NA,NA,1,NA,NA,FALSE
355,361,1,NA,1,NA,NA,NA,FALSE
356,354,1,NA,NA,1,NA,NA,FALSE
356,361,1,NA,1,NA,NA,NA,FALSE
357,354,1,NA,NA,1,NA,NA,FALSE
357,361,1,NA,1,NA,NA,NA,FALSE
358,354,1,NA,NA,1,NA,NA,FALSE
358,361,1,NA,1,NA,NA,NA,FALSE
359,354,1,NA,NA,1,NA,NA,FALSE
359,361,1,NA,1,NA,NA,NA,FALSE
360,354,1,NA,NA,1,NA,NA,FALSE
360,361,1,NA,1,NA,NA,NA,FALSE
361,354,2,NA,NA,1,NA,NA,FALSE
361,355,1,NA,NA,1,NA,NA,FALSE
361,356,1,NA,NA,1,NA,NA,FALSE
361,357,1,NA,NA,1,NA,NA,FALSE
361,358,1,NA,NA,1,NA,NA,FALSE
361,359,1,NA,NA,1,NA,NA,FALSE
361,360,1,NA,NA,1,NA,NA,FALSE
362,363,1,1,NA,NA,NA,NA,FALSE
363,2,1,NA,NA,1,NA,NA,TRUE
363,11,1,NA,NA,1,NA,NA,TRUE
363,362,1,NA,NA,1,NA,NA,TRUE
363,364,4,4,NA,NA,NA,NA,TRUE
364,363,1,NA,NA,1,NA,NA,FALSE
365,373,1,1,NA,NA,NA,NA,FALSE
366,373,1,1,NA,NA,NA,NA,FALSE
367,373,1,1,NA,NA,NA,NA,FALSE
368,373,1,1,NA,NA,NA,NA,FALSE
369,373,1,1,NA,NA,NA,NA,FALSE
370,373,1,1,NA,NA,NA,NA,FALSE
371,373,1,1,NA,NA,NA,NA,FALSE
372,373,1,1,NA,NA,NA,NA,FALSE
373,366,1,NA,NA,1,NA,NA,TRUE
373,367,1,NA,NA,1,NA,NA,TRUE
373,369,1,NA,NA,1,NA,NA,TRUE
373,370,1,NA,NA,1,NA,NA,TRUE
373,371,1,NA,NA,1,NA,NA,TRUE
373,374,1,1,NA,NA,NA,NA,TRUE
373,375,1,1,NA,NA,NA,NA,TRUE
374,373,1,NA,NA,1,NA,NA,FALSE
374,375,1,1,NA,NA,NA,NA,FALSE
375,373,1,NA,NA,1,NA,NA,FALSE
375,374,1,NA,NA,1,NA,NA,FALSE
376,377,1,1,NA,NA,NA,NA,FALSE
377,11,2,NA,NA,2,NA,NA,TRUE
377,18,1,NA,NA,1,NA,NA,TRUE
377,376,1,NA,NA,1,NA,NA,TRUE
377,378,1,1,NA,NA,NA,NA,TRUE
377,379,1,1,NA,NA,NA,NA,TRUE
378,377,1,NA,NA,1,NA,NA,FALSE
378,379,1,1,NA,NA,NA,NA,FALSE
379,377,1,NA,NA,1,NA,NA,FALSE
379,378,1,NA,NA,1,NA,NA,FALSE
380,223,1,1,NA,NA,NA,NA,FALSE
381,223,1,1,NA,NA,NA,NA,FALSE
382,223,1,1,NA,NA,NA,NA,FALSE
383,223,1,1,NA,NA,NA,NA,FALSE
384,223,1,1,NA,NA,NA,NA,FALSE
385,148,1,NA,1,NA,NA,NA,FALSE
385,389,1,NA,1,NA,NA,NA,FALSE
385,390,1,NA,1,NA,NA,NA,FALSE
386,148,1,NA,1,NA,NA,NA,FALSE
386,389,1,NA,1,NA,NA,NA,FALSE
386,390,1,NA,1,NA,NA,NA,FALSE
387,148,1,NA,1,NA,NA,NA,FALSE
387,389,1,NA,1,NA,NA,NA,FALSE
387,390,1,NA,1,NA,NA,NA,FALSE
388,148,1,NA,1,NA,NA,NA,FALSE
388,389,1,NA,1,NA,NA,NA,FALSE
388,390,1,NA,1,NA,NA,NA,FALSE
389,223,2,1,1,NA,NA,NA,FALSE
389,385,1,NA,NA,1,NA,NA,FALSE
389,386,1,NA,NA,1,NA,NA,FALSE
389,387,1,NA,NA,1,NA,NA,FALSE
389,388,1,NA,NA,1,NA,NA,FALSE
390,223,2,1,1,NA,NA,NA,FALSE
390,385,1,NA,NA,1,NA,NA,FALSE
390,386,1,NA,NA,1,NA,NA,FALSE
390,387,1,NA,NA,1,NA,NA,FALSE
390,388,1,NA,NA,1,NA,NA,FALSE
391,223,1,NA,NA,1,NA,NA,FALSE
392,33,2,2,NA,NA,NA,NA,FALSE
393,33,1,1,NA,NA,NA,NA,FALSE
394,396,1,1,NA,NA,NA,NA,FALSE
395,396,1,1,NA,NA,NA,NA,FALSE
396,33,2,2,NA,NA,NA,NA,FALSE
397,2,1,NA,NA,1,NA,NA,TRUE
397,11,1,NA,NA,1,NA,NA,TRUE
397,36,1,NA,NA,1,NA,NA,TRUE
397,49,1,NA,NA,1,NA,NA,TRUE
397,398,2,1,1,NA,NA,NA,TRUE
398,397,2,NA,NA,2,NA,NA,FALSE
