file,line,std_ref
adress.c,42,STD0001
adress.c,81,STD0065
adress.c,90,IMP
adress.c,95,IMP
adress.c,111,DOC
adress.c,158,IMP
adress.c,163,STD0065
adress.c,186,STD1446
adress.c,200,STD1446
adress.c,205,STD0299a
adress.c,213,STD0296a
adress.c,214,STD0956
adress.c,215,STD0299a
adress.c,240,STD0958
adress.c,245,STD0959
adress.c,246,STD0960
adress.c,251,STD0935
adress.c,265,STD0935
adress.c,267,STD1635
adress.c,268,STD1636a
adress.c,298,STD0001
adress.c,311,STD0001
adress.c,312,STD1446
adress.c,313,STD1489
adress.c,319,STD0299b
adress.c,330,STD0321
adress.c,337,STD0323
adress.c,340,STD0299b
adress.c,363,STD1635
adress.c,364,STD1636a
adress.c,388,STD0001
adress.c,389,STD1446
adress.c,390,STD1489
adress.c,398,STD0299b
adress.c,407,STD0321
adress.c,414,STD0323
adress.c,417,STD0299b
adress.c,440,STD1635
adress.c,441,STD1636a
ambig.c,75,IMP
ambig.c,78,IMP
ambig.c,123,IMP
ambig.c,160,IMP
ambig.c,172,IMP
ambig.c,203,IMP
ambig.c,206,IMP
ambig.c,251,IMP
ambig.c,255,IMP
ambig.c,257,STD0742
ambig.c,263,IMP
ambig.c,270,IMP
ambig.c,274,IMP
ambig.c,288,IMP
ambig.c,293,IMP
ambig.c,297,IMP
ambig.c,315,IMP
ambig.c,319,IMP
ambig.c,326,IMP
ambig.c,331,IMP
ambig.c,335,IMP
ambig.c,349,IMP
ambig.c,356,IMP
ambig.c,360,IMP
ambig.c,375,IMP
ambig.c,388,IMP
ambig.c,392,IMP
ambig.c,400,IMP
ambig.c,405,IMP
ambig.c,409,IMP
ambig.c,418,IMP
ambig.c,423,IMP
ambig.c,433,IMP
ambig.c,442,IMP
ambig.c,448,IMP
ambig.c,450,IMP
ambig.c,456,IMP
ambig.c,461,IMP
ambig.c,465,IMP
ambig.c,565,IMP
ambig.c,569,IMP
ambig.c,573,STD1672a
ambig.c,586,IMP
ambig.c,605,STD1672a
ambig.c,647,STD1303a
ambig.c,648,STD0742a
ambig.c,650,STD1216a
ambig.c,651,STD0742a
ambig.c,660,STD1185a
ambig.c,661,STD0742a
ambig.c,663,STD1196a
ambig.c,664,STD0742a
ambig.c,690,STD0742a
ambig.c,691,STD0839a
ambig.c,720,IMP
ambig.c,723,IMP
ambig.c,725,IMP
ambig.c,732,IMP
ambig.c,736,IMP
ambig.c,742,IMP
ambig.c,745,IMP
ambig.c,760,STD1262
ambig.c,811,DOC
ambig.c,813,IMP
asgnop.c,49,STD1236
asgnop.c,53,STD1236
asgnop.c,57,STD1236
asgnop.c,59,STD0669
asgnop.c,60,STD0706
asgnop.c,69,STD1285
asgnop.c,73,STD1286
asgnop.c,78,STD1290
asgnop.c,88,STD1283
asgnop.c,95,STD1283
asgnop.c,102,STD1253
asgnop.c,104,STD1256
asgnop.c,114,STD1287
asgnop.c,116,STD1290
asgnop.c,117,STD1012
asgnop.c,120,STD1253
asgnop.c,124,STD1261
asgnop.c,130,STD1287
asgnop.c,133,STD1287
asgnop.c,144,STD1080
asgnop.c,148,STD1080
asgnop.c,152,STD1253
asgnop.c,154,STD1256
asgnop.c,166,STD1009
asgnop.c,167,STD1145
asgnop.c,168,STD1157
asgnop.c,169,STD1169
asgnop.c,171,STD1290
asgnop.c,172,STD1012
asgnop.c,173,STD1151
asgnop.c,174,STD1162
asgnop.c,175,STD1174
asgnop.c,178,STD1256
asgnop.c,181,STD1261
asgnop.c,187,STD1009
asgnop.c,188,STD1145
asgnop.c,189,STD1157
asgnop.c,190,STD1169
asgnop.c,193,STD1009
asgnop.c,194,STD1145
asgnop.c,195,STD1157
asgnop.c,196,STD1169
asgnop.c,222,IMP
asgnop.c,227,STD0900
asgnop.c,229,STD0856
asgnop.c,230,STD0902
asgnop.c,233,STD0860
asgnop.c,234,STD0905
asgnop.c,245,STD1035
asgnop.c,246,STD1048
asgnop.c,247,STD1052
asgnop.c,251,STD1026
asgnop.c,252,STD1043
asgnop.c,255,STD1026
asgnop.c,256,STD1043
asgnop.c,258,STD1026
asgnop.c,259,STD1043
asgnop.c,278,STD0856
asgnop.c,279,STD0902
asgnop.c,285,STD0856
asgnop.c,286,STD0900
bounds.c,48,IMP
bounds.c,69,STD0811
bounds.c,70,STD0783
bounds.c,75,IMP
bounds.c,80,IMP
bounds.c,87,IMP
bounds.c,94,IMP
bounds.c,102,IMP
bounds.c,106,IMP
c89case.h,5,STD2103
c89case.h,8,STD2169
c89case.h,16,STD0146
c89case.h,29,STD2103
c89case.h,41,STD0150
c89case.h,46,STD2129
c89case.h,47,STD2124
c89case.h,65,STD0162
c89case.h,77,IMP
c89case.h,83,IMP
c89case.h,86,STD1646
c89case.h,92,STD1342
c89case.h,104,IMP
c89case.h,117,STD1337b
c89case.h,119,IMP
c89case.h,127,IMP
c89case.h,142,IMP
c89case.h,161,STD0001a
c89case.h,178,IMP
c89case.h,192,STD0251
c89case.h,196,IMP
c89case.h,229,IMP
c89case.h,234,IMP
c89case.h,248,STD2124
c89case.h,252,IMP
c89case.h,265,IMP
c89case.h,272,IMP
c89case.h,281,STD1337b
c89case.h,284,IMP
c89case.h,290,IMP
c89case.h,293,STD1646
c89case.h,299,STD1342
c89case.h,310,STD1337b
c89case.h,312,IMP
c89case.h,320,IMP
c89case.h,334,STD1337b
c89case.h,338,STD2138a
c89case.h,339,STD1342
c89case.h,349,STD1337b
c89case.h,350,STD2140a
c89case.h,373,IMP
c89case.h,378,STD1798
c89case.h,402,IMP
c89case.h,413,STD1517
c89case.h,421,STD0071
c89case.h,425,STD0071
c89case.h,446,STD0001a
c89case.h,487,STD1709
c89case.h,495,STD1709
c89case.h,503,STD1709a
c89case.h,511,STD1709a
c89case.h,525,STD1710
c89case.h,527,IMP
c89case.h,531,STD0071
c89case.h,535,IMP
c89case.h,541,STD0183
c89case.h,555,STD1710
c89case.h,557,IMP
c89case.h,561,STD0071
c89case.h,565,IMP
c89case.h,588,STD0001a
c89case.h,603,STD1337c
c89case.h,612,STD1337c
c89case.h,625,STD1377
c89case.h,628,IMP
c89case.h,636,STD1373
c89case.h,644,STD1369
c89case.h,647,IMP
c89case.h,655,STD1381
c89case.h,658,IMP
c89case.h,666,STD1365
c89case.h,669,IMP
c89case.h,677,IMP????
c89case.h,685,STD1708
c89case.h,694,STD1659
c89case.h,695,STD1667
c89case.h,707,STD1708
c89case.h,710,STD1659
c89case.h,711,STD1667
c89case.h,727,STD1365
c89case.h,728,STD1432
c89case.h,735,STD0001a
c89case.h,747,STD0001a
c89case.h,756,STD1424
c89case.h,763,STD1428
c89case.h,770,STD1392
c89case.h,778,STD1408
c89case.h,786,STD1412
c89case.h,794,STD1400
c89case.h,802,STD1396
c89case.h,810,STD1404
c89case.h,818,STD1420
c89case.h,821,IMP
c89case.h,832,STD1416
c89case.h,835,IMP
c89case.h,843,STD1388
c89case.h,851,STD????
c89case.h,859,STD????
c89case.h,867,STD????
c89case.h,891,STD1659
c89case.h,892,IMP
c89case.h,910,STD1667
c89case.h,917,STD????
c89case.h,931,STD1509
c89case.h,938,STD1513
c89case.h,940,IMP
c89case.h,948,STD1635a
c89case.h,950,STD1505
c89case.h,964,STD1643
c89case.h,966,STD0319
c89case.h,967,STD0239
c89case.h,972,STD0081
c89case.h,987,STD1654a
c89case.h,988,STD1654b
c89case.h,990,STD0081
c89case.h,1006,STD1639
c89case.h,1013,STD1654a
c89case.h,1014,STD1654b
c89case.h,1018,STD1501
c89case.h,1019,STD1564
c89case.h,1020,STD1568a
c89case.h,1021,STD1654c
c89case.h,1035,STD1635a
c89case.h,1039,STD1568a
c89case.h,1050,IMP
c89case.h,1055,STD1521
c89case.h,1086,STD1569a
c89case.h,1088,STD0183
c89case.h,1095,STD1530
c89case.h,1098,STD0183
c89case.h,1108,STD1569a
c89case.h,1109,STD1534
c89case.h,1111,STD1547
c89case.h,1118,STD1305b
c89case.h,1129,STD1575b
c89case.h,1141,STD1534
c89case.h,1143,STD1547
c89case.h,1150,STD1305b
c89case.h,1166,STD1556
c89case.h,1189,STD1596
c89case.h,1205,STD1626
c89case.h,1210,STD0076
c89case.h,1214,STD0076
c89case.h,1223,STD1596
c89case.h,1235,IMP
c89case.h,1243,STD1635b
c89case.h,1245,STD1592
c89case.h,1252,STD1635b
c89case.h,1254,STD2453
c89case.h,1270,STD1654a
c89case.h,1271,STD1654b
c89case.h,1272,STD1584
c89case.h,1284,STD1635b
c89case.h,1285,STD1584
c89case.h,1309,STD1604
c89case.h,1311,STD1616
c89case.h,1317,STD1631
c89case.h,1327,STD0243
c89case.h,1335,STD1608
c89case.h,1337,STD1612
c89case.h,1339,STD1622
c89case.h,1340,STD1305b
c89case.h,1352,IMP
c89case.h,1360,STD0243
c89case.h,1376,STD1711
c89case.h,1387,STD1362
c89case.h,1392,IMP
c89case.h,1403,IMP
c89case.h,1411,STD1766
c89case.h,1414,STD0170
c89case.h,1421,STD1699
c89case.h,1423,IMP
c89case.h,1427,STD0183
c89case.h,1441,STD1683
c89case.h,1442,STD1719
c89case.h,1449,STD1699
c89case.h,1451,IMP
c89case.h,1455,STD0183
c89case.h,1469,STD1695
c89case.h,1472,STD0183
c89case.h,1476,STD2142
c89case.h,1487,STD1687
c89case.h,1501,STD1687
c89case.h,1512,STD1305a
c89case.h,1513,STD1687
c89case.h,1515,STD1724
c89case.h,1517,STD1305b
c89case.h,1535,STD1736
c89case.h,1549,STD1679
c89case.h,1569,STD0183
c89case.h,1578,STD0251
c89case.h,1588,STD1338
c89case.h,1591,STD0183
c89case.h,1600,STD0251
c89case.h,1605,STD1948
c89case.h,1611,IMP
c89case.h,1627,STD1853
c89case.h,1630,IMP
c89case.h,1647,STD1861
c89case.h,1679,IMP
c89case.h,1688,STD1810
c89case.h,1696,IMP
c89case.h,1703,STD1766
c89case.h,1706,STD0170
c89case.h,1715,STD0170
c89case.h,1723,IMP
c89case.h,1726,STD1830
c89case.h,1727,STD0183
c89case.h,1740,STD1830
c89case.h,1741,STD0183
c89case.h,1757,STD1830
c89case.h,1758,STD0183
c89case.h,1773,IMP
c89case.h,1776,STD1830
c89case.h,1777,STD0183
c89case.h,1788,STD1814
c89case.h,1798,STD1305a
c89case.h,1799,STD1814
c89case.h,1801,STD1724
c89case.h,1803,STD1305b
c89case.h,1817,STD1736
c89case.h,1830,STD1814
c89case.h,1837,STD1305a
c89case.h,1838,STD1814
c89case.h,1840,STD1724
c89case.h,1842,STD1305b
c89case.h,1857,STD1736
c89case.h,1869,STD1806
c89case.h,1877,STD1802
c89case.h,1897,STD1337d
c89case.h,1898,STD1361a
c89case.h,1907,STD1337d
c89case.h,1908,STD1361a
c89case.h,1924,STD1526
c89case.h,1935,STD0183
c89case.h,1948,STD0183
c89case.h,1960,STD0150
c89case.h,1964,IMP
c89case.h,1979,STD1940
c89case.h,1980,STD1936
c89case.h,1988,STD1944
c89case.h,1989,STD0162
c89case.h,2004,IMP
c89case.h,2015,STD1932
c89case.h,2035,IMP
c89case.h,2042,STD1922a
c89case.h,2049,STD0001a
c89case.h,2057,STD0001a
c89case.h,2065,IMP
c89case.h,2073,IMP
c89case.h,2087,STD1921f
c89case.h,2088,STD2047
c89case.h,2094,STD2059
c89case.h,2096,IMP
c89case.h,2107,STD1921f
c89case.h,2108,STD2043
c89case.h,2114,STD2077a
c89case.h,2115,STD2059
c89case.h,2124,STD1921f
c89case.h,2136,IMP
c89case.h,2139,IMP
c89case.h,2155,IMP
c89case.h,2158,IMP
c89case.h,2171,IMP
c89case.h,2241,IMP
c89case.h,2244,IMP
c89case.h,2253,STD1964
c89case.h,2257,IMP
c89case.h,2262,IMP
c89case.h,2274,STD1978a
c89case.h,2275,STD1968
c89case.h,2280,IMP
c89case.h,2294,IMP
c89case.h,2306,IMP
c89case.h,2319,IMP
c89case.h,2330,STD1952
c89case.h,2332,STD_L0294
c89case.h,2337,STD1922c
c89case.h,2340,STD1956
c89case.h,2342,STD1922a
c89case.h,2349,IMP
c89case.h,2362,IMP
c89case.h,2365,IMP
c89case.h,2374,STD1993
c89case.h,2378,IMP
c89case.h,2416,STD1997
c89case.h,2426,STD2027
c89case.h,2440,IMP
c89case.h,2443,IMP
c89case.h,2448,IMP
c89case.h,2457,STD2001
c89case.h,2458,STD2023
c89case.h,2468,STD2001
c89case.h,2469,STD2023
c89case.h,2481,STD2001
c89case.h,2493,STD2001
c89case.h,2533,IMP
c89case.h,2536,IMP
c89case.h,2545,STD1972
c89case.h,2551,IMP
c89case.h,2576,STD2051
c89case.h,2585,STD2051
c89case.h,2599,IMP
c89case.h,2609,STD1960
c89case.h,2616,STD1923
c89case.h,2638,STD1923
c89case.h,2652,STD1927
c89case.h,2654,STD1980
c89case.h,2656,STD1305b
c89case.h,2662,IMP
c89case.h,2680,IMP
c89case.h,2685,IMP
c89case.h,2697,IMP
c89case.h,2706,IMP
c89case.h,2714,IMP
c89case.h,2723,STD0746
c89case.h,2732,STD0746
c89case.h,2735,STD0762
c89case.h,2744,STD0747
c89case.h,2745,STD0746
c89case.h,2749,STD0766
c89case.h,2756,STD0345a
c89case.h,2757,STD0345c
c89case.h,2761,STD0766
c89case.h,2766,STD0774
c89case.h,2771,STD0774
c89case.h,2784,STD0001a
c89case.h,2806,STD0820
c89case.h,2807,STD0787
c89case.h,2818,STD0804
c89case.h,2819,STD0820
c89case.h,2820,STD0787
c89case.h,2833,STD0795
c89case.h,2845,STD0799
c89case.h,2856,STD0803
c89case.h,2885,IMP
c89case.h,2907,STD0883
c89case.h,2908,STD0941
c89case.h,2919,STD0879
c89case.h,2920,STD0936
c89case.h,2923,STD0124
c89case.h,2931,IMP
c89case.h,2935,STD0945
c89case.h,2944,STD0001a
c89case.h,2956,STD0001a
c89case.h,2968,STD0863
c89case.h,2979,STD0866
c89case.h,2980,STD0887
c89case.h,2991,STD0866
c89case.h,2992,STD0887
c89case.h,3003,STD0866
c89case.h,3004,STD0887
c89case.h,3015,STD0001a
c89case.h,3056,STD0964
c89case.h,3066,STD0999
c89case.h,3082,STD1018
c89case.h,3104,STD1075
c89case.h,3114,STD1096
c89case.h,3125,STD1116
c89case.h,3136,STD1140
c89case.h,3147,STD1152
c89case.h,3158,STD1164
c89case.h,3169,STD1176
c89case.h,3180,STD1187
c89case.h,3191,STD1198
c89case.h,3213,STD1232
c89case.h,3224,STD1294
c89case.h,3226,STD0124
c89case.h,3238,IMP
c89case.h,3247,STD1298
c89case.h,3249,STD0124
cache.c,89,IMP
cache.c,130,IMP
cache.c,133,IMP
cache.c,179,IMP
cache.c,301,IMP
cache.c,345,IMP
cache.c,377,IMP
cache.c,390,IMP
cache.c,430,IMP
cache.c,434,IMP
cache.c,442,IMP
cache.c,445,IMP
cache.c,450,IMP
cache.c,478,IMP
cache.c,484,IMP
cache.c,524,IMP
cache.c,527,IMP
cache.c,588,IMP
cache.c,679,IMP
cache.c,682,IMP
cache.c,771,IMP
calutl.c,101,IMP
calutl.c,128,IMP
calutl.c,292,IMP
calutl.c,303,IMP
calutl.c,313,IMP
calutl.c,353,IMP????
calutl.c,374,IMP????
calutl.c,388,IMP????
calutl.c,393,IMP
calutl.c,419,IMP????
calutl.c,423,IMP????
calutl.c,428,IMP
calutl.c,471,IMP
calutl.c,498,IMP
calutl.c,590,IMP
calutl.c,625,IMP????
calutl.c,644,STD0834c
calutl.c,694,IMP
calutl.c,710,IMP
calutl.c,744,IMP
calutl.c,800,IMP
calutl.c,844,IMP
calutl.c,876,IMP
calutl.c,933,STD0833
calutl.c,938,STD0833
calutl.c,950,IMP
calutl.c,988,IMP
calutl.c,991,STD0833
calutl.c,1000,STD0834a
calutl.c,1001,STD0834f
calutl.c,1002,STD0834g
cdebug.c,67,IMP
cdebug.c,77,IMP
cdebug.c,79,IMP
cdebug.c,155,IMP
cdebug.c,160,IMP
cdebug.c,166,IMP
cdebug.c,171,IMP
cdebug.c,175,IMP
cdebug.c,182,IMP
cdebug.c,185,IMP
cdebug.c,189,IMP
cdebug.c,196,IMP
cdebug.c,203,IMP
cdebug.c,213,IMP
cdebug.c,217,IMP
cdebug.c,220,IMP
cdebug.c,223,IMP
cdebug.c,228,IMP
chkcal.c,100,STD??????
chkcal.c,116,STD_L0???
chkcal.c,160,STD_L0288
chkcal.c,164,STD_L0290
chkcal.c,170,STD_L0290
chkcal.c,180,STD_L0290
chkcal.c,191,STD_L0294
chkcal.c,195,STD_L0294
chkcal.c,201,STD_L0292
chkcal.c,230,IMP
chkcal.c,234,IMP
chkcal.c,238,IMP
chkcal.c,245,IMP
chkcal.c,249,IMP
chkcal.c,253,IMP
chkcal.c,264,STD??????
chkcal.c,268,IMP
chkcal.c,273,STD??????
chkcal.c,303,STD??????
chkcal.c,310,STD??????
chkcal.c,326,STD_L
chkcal.c,335,IMP
chkcal.c,351,IMP
chkcal.c,361,STD_L
chkcal.c,400,IMP
chkcal.c,431,IMP
chkcal.c,434,STD_L
chkcal.c,442,STD_L
chkcal.c,471,STD0826
chkcal.c,478,IMP
chkcal.c,482,STD0827
chkcal.c,486,STD0829
chkcal.c,508,IMP
chkcal.c,512,IMP
chkcal.c,530,STD0706
chkcal.c,531,STD0821
chkcal.c,535,STD0816
chkcal.c,541,STD0814
chkcal.c,544,STD0814
chkcal.c,556,STD0822
chkcal.c,567,STD0816
chkcal.c,573,IMP
comcfg.c,174,STD
comcfg.c,318,IMP
comcfg.c,495,IMP
comcfg.c,502,STD2442
comcfg.c,512,STD2440
comcfg.c,524,STD2444
compat.c,62,STD1785
compat.c,64,STD1786
compat.c,93,STD1775
compat.c,95,STD1758
compat.c,96,STD1762
compat.c,103,STD1789
compat.c,105,STD1791
compat.c,119,STD1789
compat.c,142,STD1781
compat.c,151,STD1781
compat.c,153,STD1780
compat.c,154,STD1796
compat.c,170,STD1778
compat.c,190,STD1446
compat.c,191,STD1489
compat.c,196,STD1674
compat.c,199,STD1674
compat.c,203,STD1446
compat.c,204,STD1489
compat.c,238,STD0325
compat.c,244,STD0320
compat.c,245,STD1678
compat.c,246,STD1722
compat.c,250,STD0325
compat.c,254,IMP
compat.c,259,STD1723
compat.c,268,STD1777
compat.c,273,STD1779
compat.c,279,STD1787
compat.c,284,STD1783
compat.c,288,STD1787
compat.c,294,STD1783
compat.c,298,STD1797
compat.c,308,STD1489
compat.c,309,STD1442
compat.c,310,STD1445
compat.c,311,STD1446
compat.c,312,STD1482
compat.c,313,STD1483
compat.c,314,STD1485
compat.c,315,STD0301c
compat.c,330,STD1489
compat.c,331,STD1439
compat.c,332,STD1440
compat.c,333,STD1441
compat.c,342,STD1489
compat.c,343,STD1486
compat.c,344,STD1487
compat.c,345,STD1488
compat.c,355,STD1750
compat.c,360,STD1749
compat.c,370,STD0303
compat.c,386,STD1635
compat.c,391,IMP
compat.c,394,IMP
compat.c,397,IMP
compat.c,400,IMP
compat.c,405,IMP
compat.c,408,IMP
compos.c,59,IMP
compos.c,64,IMP
compos.c,73,IMP
compos.c,78,IMP
compos.c,85,STD0339
compos.c,88,IMP
compos.c,115,IMP
compos.c,145,STD0335
compos.c,157,STD0335
compos.c,183,STD0333
compos.c,185,STD0341
compos.c,188,STD1446
compos.c,190,STD1446
compos.c,195,IMP
compos.c,207,IMP
compos.c,221,IMP
compos.c,268,STD0316a
compos.c,270,STD0334
compos.c,284,STD0339
compos.c,294,STD0335
compos.c,296,IMP
compos.c,302,STD0341
